File ID,Peak Frequency,Mean Frequency,Total Magnitude,Spectral Entropy
320496,2734.6065087017873,5512.481993767638,546687.9,17.713766
314104,4527.844629150283,5512.450626517032,39931.31,15.842597
313778,47.87954586988304,5512.493004157529,6238528.5,17.849506
313073,0.0,5512.493803060418,7262442.0,18.434593
312968,5237.683284457478,5512.443869134898,878437.75,15.544276
312965,5439.189643039918,5512.480408776869,3932115.5,17.200794
306344,5287.454163950456,5512.475044817471,1242251.9,16.86611
306343,721.6767371601209,5512.442173338369,99489.77,15.787878
305761,4850.151753597122,5512.36229766187,60817.004,14.11813
304180,64.83300589390963,5512.475442043224,590486.9,16.629864
293918,4984.435782957809,5512.495420574697,27700500.0,19.435083
293913,5027.927708567501,5512.492614915926,9873140.0,17.871443
291662,5401.225462802685,5512.454919161162,440641.2,16.750076
291091,5211.486586084906,5512.409714033019,48244.88,15.338326
291090,4684.610050432277,5512.488967939481,798050.8,18.449324
278041,5424.378166492877,5512.490773549,3301987.5,18.117474
277999,88.69728245741389,5512.409738179318,334107.7,15.319893
261402,28.484867125984252,5512.457611804872,601345.5,15.809128
256362,19.497282608695652,5512.460371376813,562383.8,15.956483
255560,5558.249877884057,5512.487358420038,2514107.2,17.918804
233386,5385.513799839478,5512.49657820592,14526475.0,19.22642
233384,5410.950163411229,5512.491541742746,10122765.0,17.956936
232913,6013.398650956284,5512.447703210382,255964.97,15.795489
216670,5430.166975100942,5512.496319818304,39163620.0,19.333485
200110,5303.946940104167,5512.4501546223955,238592.58,15.22235
191515,363.81092090587265,5512.482178361864,8184265.0,17.652939
191476,364.3598629857363,5512.490129493876,10993472.0,18.07239
191418,364.23493913130153,5512.425075094803,834205.75,15.9096365
191417,4484.670074748689,5512.4323395480715,499004.0,14.654487
191416,150.32348878480732,5512.474786399063,3180316.8,16.574814
191415,364.79600482451326,5512.476450593594,4408840.5,17.18517
182666,32.39700374531836,5512.453183520599,390276.88,14.085492
172485,140.4571668692454,5512.489175619076,7680955.0,18.582415
171853,5080.83497930775,5512.485597723852,1966078.5,17.48555
164634,5590.447351421188,5512.450541020671,652539.94,15.581447
164631,1484.9457335329341,5512.442692739521,989021.56,15.410187
164499,4639.553179824561,5512.466419956139,500823.62,15.490564
164230,33.47364693163673,5512.488583340064,6216028.0,17.325937
164203,4836.508633705768,5512.409201965575,734563.5,15.154741
162568,4992.644121004566,5512.412599885844,241065.88,14.48579
162565,4975.804455445545,5512.310488861386,136833.27,12.989982
162562,2.320075757575758,5512.306660353535,115900.22,13.613108
158163,12.52717122813951,5512.431917547672,492641.72,15.345088
149220,4470.040254755305,5512.497680159545,74672220.0,20.160368
134979,0.0,5512.479166666667,937926.9,17.162931
125879,7.440275340801728,5512.12798623296,10484.546,11.446623
125878,25.03319126466262,5512.458416625806,1820360.9,15.369158
113144,7.4786053018878205,5512.399840107563,235972.2,15.187361
111776,435.7588707937877,5512.483485224331,694006.06,17.6494
91352,4223.223576570681,5512.489978730367,20672398.0,18.531662
91351,5512.191732247437,5512.485987829429,12604218.0,17.786726
80749,4681.605795601553,5512.46576972833,2943867.2,16.574085
68258,5553.672496606877,5512.477599294554,2313968.2,16.255589
59000,32.19637079741455,5512.493495682666,15063124.0,16.678707
53791,0.0,5512.4839154411775,8698213.0,17.04378
53789,67.69995980707395,5512.484613645498,5615088.5,16.548769
43857,5326.618878865979,5512.450668492268,670353.06,15.800413
41282,114.43650265957447,5512.470910904255,2246986.5,16.183666
34861,4269.902973790323,5512.345640120968,57047.992,13.526712
16969,321.6006009295629,5512.456866872194,1852695.6,15.983677
11506,2.3584905660377355,5512.490566037736,7777725.0,17.266365
11505,29.929603653321234,5512.45900054294,6297081.5,15.580598
1201,0.0,5512.432122100182,667736.75,15.231028
406172,4455.681818181818,5512.45265151515,29904.033,15.887727
395927,186.7249101852284,5512.242803154015,34656.06,12.383062
378131,67.27093446601943,5512.453542172331,1090269.2,14.5599
363136,12.226127354291915,5512.483698496861,550011.3,17.24908
295352,4451.754121797375,5512.46351439899,91531.914,16.30817
294798,0.0,5512.433747971877,906012.3,14.87716
288915,1762.5155802178765,5512.38354447316,1561563.2,15.398591
282616,3929.0659762178752,5512.4952052167255,18435404.0,19.166187
278001,78.39952202699571,5512.459671027763,782640.6,16.445644
277998,80.3121281732832,5512.488030979409,1360323.1,17.10642
237009,204.79875042871507,5512.498194237481,9166387.0,19.462166
237005,146.75396330224885,5512.493423823117,795754.2,18.267927
222806,11.50667270369205,5512.457696056236,472619.16,16.112204
222805,0.0,5512.471518693037,2033346.6,16.64069
222804,2.9876790510910145,5512.469719469076,2750665.5,17.142023
222803,5455.078125,5512.478298611111,5666665.5,16.6173
206618,139.5926801360995,5512.472335973021,6948236.5,15.67128
182663,7399.977576294632,5512.491489798565,1416111.8,18.898682
169033,20.3369140625,5512.445623224432,262213.84,14.724649
161630,5269.671175373133,5512.214319029851,32716.365,12.124223
160293,11.886614456207605,5512.493650312793,30989154.0,18.30802
150457,43.421052631578945,5512.480063795852,1556719.8,16.12003
134755,4692.866739649681,5512.439042595541,231569.3,15.715194
125402,1110.0677783420215,5512.442870319512,438783.44,16.047522
111777,357.42977210213706,5512.466280210178,557492.44,16.318802
91847,590.4676258992805,5512.36229766187,79181.52,13.780789
91845,689.7585227272726,5512.151988636363,22013.914,12.446038
63086,513.6067708333333,5512.436197916666,358054.0,14.947427
56867,21.464053468208093,5512.444680274566,825470.25,13.946435
18969,0.0,5512.464387464387,1127897.9,14.065896
371525,30.789500009725813,5512.4846818407905,292199.53,17.991413
345551,59.96238345503702,5512.488392879703,1839897.2,15.476801
325274,46.36284722222222,5512.429108796297,48118.297,13.180033
174364,990.0449078331382,5512.496799761744,24677978.0,20.033514
28993,3649.6050400739823,5512.476398736128,4324626.0,17.281912
18970,0.0,5512.452107279693,587715.5,13.399849
306340,2368.688792165397,5512.4047878128395,71735.84,15.379809
